gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G0500570,2012-2016,Arkansas,Hempstead County,22208,38.5,0.553809438,0.302233429,0.001756124,4.50E-05,0,0,0.016885807,0.125270173,0.016930836,0.126159053,34072,6984,0.00629975
G0500590,2012-2016,Arkansas,Hot Spring County,33440,40.9,0.829575359,0.112739234,0.003528708,0.002541866,0,0,0.018929426,0.032685407,0.021471292,0.134826676,42589,11815,0.01065744
G0500610,2012-2016,Arkansas,Howard County,13487,38.6,0.654111367,0.210498999,0.004448728,0.001557055,0,0.001705346,0.013642767,0.114035738,0.016905168,0.157453382,34672,4634,0.00417999
G0500630,2012-2016,Arkansas,Independence County,37030,39.2,0.892951661,0.019497705,0.003186605,0.008587632,0.000135026,0.000162031,0.015500945,0.059978396,0.024385633,0.176190667,37592,13443,0.01212594
G0500650,2012-2016,Arkansas,Izard County,13461,48.1,0.956169675,0.012331922,0.002377238,0.001560062,0,0,0.008691776,0.018869326,0.010251839,0.123790524,35188,5396,0.00486733
G0500670,2012-2016,Arkansas,Jackson County,17495,40.8,0.77393541,0.170505859,0.00354387,0.00142898,0,0.000914547,0.022863675,0.026807659,0.025207202,0.086458085,31245,5093,0.00459402
G0500690,2012-2016,Arkansas,Jefferson County,72385,38.7,0.398936244,0.560751537,0.001450577,0.007998895,0,0.000607861,0.011342129,0.018912758,0.019948884,0.169892205,36377,25683,0.02316674
G0500710,2012-2016,Arkansas,Johnson County,26025,38,0.811066282,0.015216138,0.003189241,0.013948127,0.00049952,0.000230548,0.022363112,0.133487032,0.037041306,0.15941349,34031,8997,0.00811553
G0500730,2012-2016,Arkansas,Lafayette County,7127,45.3,0.593236986,0.386979094,0,0.004349656,0,0,0.005472148,0.009962116,0.009821804,0.136775719,29882,2835,0.00255724
G0500750,2012-2016,Arkansas,Lawrence County,16915,41.8,0.959917233,0.007212533,0.007035176,0.000827668,0,0.000118238,0.012533255,0.012355897,0.013479161,0.134114356,33381,5629,0.00507751
G0500770,2012-2016,Arkansas,Lee County,9781,40.9,0.406706881,0.573969942,0.001431346,0.000613434,0,0,0.002555976,0.014722421,0.00316941,0.081567949,25724,3004,0.00270969
G0500790,2012-2016,Arkansas,Lincoln County,13935,37.6,0.645927521,0.308432006,0.004377467,0,0,0,0.00531037,0.035952637,0.00531037,0.078030378,32369,3814,0.00344033
G0500810,2012-2016,Arkansas,Little River County,12616,41.6,0.731293595,0.209575143,0.011889664,0,0,0.000158529,0.015060241,0.032022828,0.01521877,0.097186414,35396,5192,0.00468332
G0500830,2012-2016,Arkansas,Logan County,21935,42.8,0.913562799,0.017369501,0.008342831,0.021837246,0,0.000364714,0.011488489,0.02703442,0.033690449,0.130121744,36463,7839,0.00707098
G0500850,2012-2016,Arkansas,Lonoke County,71279,35.8,0.868642938,0.058937415,0.004250901,0.00743557,0.001178468,0.000743557,0.018196103,0.040615048,0.027553697,0.195063694,56156,26766,0.02414364
G0500870,2012-2016,Arkansas,Madison County,15761,42.3,0.905462851,0.000444134,0.00818476,0.004187552,0,0,0.029249413,0.05247129,0.033436965,0.113308688,39839,6782,0.00611754
G0500890,2012-2016,Arkansas,Marion County,16404,51.5,0.948671056,0.003596684,0.006766642,0.00329188,0,0,0.016703243,0.020970495,0.019995123,0.153163241,33726,6718,0.00605981
G0500910,2012-2016,Arkansas,Miller County,43666,37.6,0.696628956,0.249438923,0.005885586,0.001305363,0.000709935,0.000366418,0.01667201,0.028992809,0.019053726,0.144971318,39955,16015,0.01444595
G0500930,2012-2016,Arkansas,Mississippi County,44199,35.9,0.591257721,0.347700174,0.000610874,0.00205887,0.000746623,0.000384624,0.018213082,0.039028032,0.021403199,0.126370107,35003,12995,0.01172183
G0500950,2012-2016,Arkansas,Monroe County,7542,45.5,0.54653938,0.408512331,0.000928136,0.004110316,0,0,0.015910899,0.023998939,0.020021215,0.090527921,31541,2766,0.00249501
G0500970,2012-2016,Arkansas,Montgomery County,9100,49.2,0.914065934,0.005824176,0.013516484,0.007362637,0,0.004285714,0.015934066,0.039010989,0.027582418,0.125111177,35103,3445,0.00310748
G0500990,2012-2016,Arkansas,Nevada County,8668,44,0.636940471,0.339755422,0.00219197,0.013151823,0,0,0.004960775,0.002999539,0.018112598,0.150573375,30750,3233,0.00291625
G0501010,2012-2016,Arkansas,Newton County,7988,47.9,0.945292939,0,0.0112669,0.004882323,0,0,0.027791688,0.010766149,0.032674011,0.148311556,33176,3731,0.00336546
G0501030,2012-2016,Arkansas,Ouachita County,24728,42.8,0.556494662,0.40593659,0.001900679,0.00064704,0,0,0.015043675,0.019977354,0.015690715,0.166162263,31233,9881,0.00891292
G0501050,2012-2016,Arkansas,Perry County,10246,43.7,0.923384736,0.025473355,0.002927972,0.00107359,0,0.000292797,0.023130978,0.023716572,0.024497365,0.10626133,45819,4213,0.00380024
G0501070,2012-2016,Arkansas,Phillips County,19929,37.3,0.34738321,0.622208841,0.000100356,0.001154097,0,0.000752672,0.011741683,0.01665914,0.013648452,0.116646896,26829,6894,0.00621857
G0501090,2012-2016,Arkansas,Pike County,11017,41.4,0.875192884,0.030316783,0.00308614,0.006989199,0,0.00072615,0.017699918,0.065988926,0.025415267,0.148465939,34519,3956,0.00356842
G0501110,2012-2016,Arkansas,Poinsett County,24131,39.9,0.877999254,0.059549956,0.002362107,0.001160333,0,0,0.031370436,0.027557913,0.03253077,0.095760323,35163,5283,0.00476541
G0501130,2012-2016,Arkansas,Polk County,20290,44.1,0.885066535,0.003794973,0.011877772,0.003844258,0,0.000542139,0.031887629,0.062986693,0.036274027,0.122676316,33202,8121,0.00732536
G0501150,2012-2016,Arkansas,Pope County,63107,34.9,0.851981555,0.027382065,0.003850603,0.009761199,0,0.000253538,0.024767458,0.082003581,0.034782195,0.21334174,40534,21545,0.01943416
G0501170,2012-2016,Arkansas,Prairie County,8334,45.4,0.851571874,0.133669307,0.003599712,0.000239981,0,0,0.006839453,0.004079674,0.007079434,0.130231783,37500,3404,0.0030705
G0501190,2012-2016,Arkansas,Pulaski County,391806,36.5,0.536232217,0.357138482,0.002342996,0.021273283,0.000252676,0.001967811,0.021339643,0.059452893,0.044833412,0.329333399,47101,157728,0.14227482
G0501210,2012-2016,Arkansas,Randolph County,17584,42.9,0.953025478,0.010464058,0.005914468,0.000454959,0,0,0.012397634,0.017743403,0.012852593,0.136770935,36318,6313,0.00569449
G0501230,2012-2016,Arkansas,St. Francis County,27023,38,0.406690597,0.527883655,0.002220331,0.003108463,0.000518077,0.002183325,0.010768605,0.046626947,0.01657847,0.103961196,35066,7412,0.00668582
G0501250,2012-2016,Arkansas,Saline County,115577,39.2,0.866686278,0.060288812,0.002889848,0.010088512,0.00034609,0.000207654,0.017140088,0.042352717,0.027782344,0.245302884,57632,51971,0.04687921
G0501270,2012-2016,Arkansas,Scott County,10661,42,0.845511678,0.001313198,0.015476972,0.030766345,0,0.000937998,0.032267142,0.073726667,0.063971485,0.105823068,37861,3017,0.00272141
G0501290,2012-2016,Arkansas,Searcy County,7938,47.5,0.937389771,0.004283195,0.012345679,0.011841774,0,0,0.020660116,0.013479466,0.03250189,0.144438767,35542,3698,0.00333569
G0501310,2012-2016,Arkansas,Sebastian County,127351,37.1,0.710171102,0.065072124,0.012775714,0.043211282,0.000588924,0.000793084,0.033576493,0.133811278,0.078169783,0.187894103,40023,43557,0.03928956
G0501330,2012-2016,Arkansas,Sevier County,17193,35.2,0.589600419,0.049671378,0.018612226,0.004769383,0.000232653,0,0.013726517,0.323387425,0.018728552,0.093814627,38956,4517,0.00407445
G0501350,2012-2016,Arkansas,Sharp County,17027,47.9,0.940271334,0.002584131,0.005520644,0.005696834,0,0.000352382,0.024725436,0.020849239,0.030774652,0.100895037,31068,7190,0.00648557
G0501370,2012-2016,Arkansas,Stone County,12503,49.1,0.951851556,0.000799808,0.003119251,0.002079501,0,0,0.025113973,0.017035911,0.027193474,0.144466317,30486,5527,0.0049855
G0501390,2012-2016,Arkansas,Union County,40334,39.5,0.613427877,0.329721823,0.007462687,0.004834631,0,0.000793375,0.006917241,0.036842366,0.012545247,0.192286662,39836,16338,0.01473731
G0501410,2012-2016,Arkansas,Van Buren County,16892,47.2,0.937130002,0.000651196,0.003788776,0.002367985,0,0.000177599,0.026995027,0.028889415,0.029540611,0.136184264,34576,7111,0.00641431
G0501430,2012-2016,Arkansas,Washington County,219930,31.4,0.72363934,0.033674351,0.008020734,0.023730278,0.021179466,0.002473514,0.025621789,0.161660528,0.073005047,0.311769834,45442,78153,0.07049607
G0501450,2012-2016,Arkansas,White County,78823,36.1,0.886708194,0.041599533,0.001966431,0.007269452,0.0001903,0.000253733,0.021237456,0.040774901,0.028950941,0.193416127,42197,27451,0.02476153
G0501470,2012-2016,Arkansas,Woodruff County,6873,43.8,0.693292594,0.266404772,0.000727484,0.014695184,0.001018478,0.000581987,0.017023134,0.006256365,0.033318784,0.102167183,30383,2550,0.00230017
G0501490,2012-2016,Arkansas,Yell County,21716,39.3,0.759716338,0.019202431,0.0068613,0.014183091,0,0.001611715,0.005433782,0.192991343,0.021228587,0.143780513,39323,6389,0.00576305
G0600010,2012-2016,California,Alameda County,1605217,37.2,0.326309153,0.110152708,0.003089302,0.280134088,0.008237516,0.002818311,0.043700634,0.225558289,0.334890548,0.438878305,79831,613195,0.05129486
G0600030,2012-2016,California,Alpine County,1184,42.8,0.679054054,0.008445946,0.189189189,0.007601351,0,0,0.038006757,0.077702703,0.045608108,0.297468354,62375,575,4.81E-05
G0600050,2012-2016,California,Amador County,36963,50.3,0.796363932,0.02326651,0.012390769,0.014095176,0.001947894,0.000108216,0.021372724,0.130454779,0.037524011,0.215125583,57032,17186,0.00143764
G0600070,2012-2016,California,Butte County,223877,36.9,0.734322865,0.014646435,0.006936845,0.042420615,0.001697361,0.001518691,0.044341312,0.154115876,0.089977979,0.261456422,44366,87847,0.00734856
G0600090,2012-2016,California,Calaveras County,44787,51.2,0.822939692,0.005715944,0.008931163,0.010002903,0.003460826,0.000736821,0.035947931,0.11226472,0.050148481,0.202197737,53502,22334,0.00186828
G0600110,2012-2016,California,Colusa County,21361,34.7,0.368943402,0.009924629,0.008941529,0.016197744,0.000936286,0.002387529,0.014465615,0.578203268,0.033987173,0.144265233,54946,6594,0.0005516
G0600130,2012-2016,California,Contra Costa County,1107925,39.1,0.455619288,0.084670894,0.002548006,0.1531647,0.004672699,0.00314552,0.04555182,0.250627073,0.206534738,0.402696313,82881,415972,0.0347968
G0600150,2012-2016,California,Del Norte County,27628,38.1,0.630773129,0.022875344,0.06048212,0.023526857,0.00112205,0.001484002,0.066961054,0.192775445,0.093093963,0.149066722,42363,9361,0.00078306
G0600170,2012-2016,California,El Dorado County,183000,45.2,0.787262295,0.008612022,0.00657377,0.041213115,0.001808743,0.001284153,0.028284153,0.124961749,0.072590164,0.329831159,72586,89228,0.00746408
G0600190,2012-2016,California,Fresno County,963160,31.6,0.307596869,0.047246563,0.004523651,0.097468749,0.001303003,0.001650816,0.01990635,0.520303999,0.120328917,0.197319801,45963,250264,0.02093503
G0600210,2012-2016,California,Glenn County,27976,36.9,0.5306334,0.00697026,0.016728625,0.024485273,0.003681727,0,0.015191593,0.402309122,0.043358593,0.12707925,41699,9379,0.00078457
G0600230,2012-2016,California,Humboldt County,135182,37.6,0.753828172,0.010164075,0.045457235,0.027311328,0.002448551,0.001945525,0.051360388,0.107484724,0.083065793,0.282256911,42685,33636,0.00281371
G0600250,2012-2016,California,Imperial County,178807,32.2,0.119313002,0.02346105,0.006437108,0.01245477,0.000721448,0.000615188,0.00996046,0.827036973,0.023751867,0.139572247,42560,41751,0.00349255
G0600270,2012-2016,California,Inyo County,18326,45.4,0.640237913,0.009767543,0.107442977,0.012113936,0.001855288,0.000491106,0.017079559,0.211011677,0.031539889,0.244918008,47278,7996,0.00066888
G0600290,2012-2016,California,Kern County,871337,31.2,0.360346227,0.051986774,0.005123161,0.044578619,0.001144219,0.000981251,0.019682396,0.516157354,0.066386484,0.156646826,49788,217725,0.01821309
G0600310,2012-2016,California,Kings County,150261,31.4,0.336321467,0.059343409,0.007739866,0.036083881,0.002236109,0.002182868,0.024603856,0.531488543,0.065106714,0.127887349,47241,32250,0.00269777
G0600330,2012-2016,California,Lake County,64076,45.8,0.722595043,0.020740995,0.029621075,0.013093826,0.00106124,0.001420189,0.022847868,0.188619764,0.038423123,0.161568085,36132,13045,0.00109124
G0600350,2012-2016,California,Lassen County,31945,36.4,0.660541556,0.08790108,0.025043043,0.016684927,0.007387698,0.001189545,0.017185788,0.184066364,0.042447957,0.125383469,51457,10422,0.00087182
G0600370,2012-2016,California,Los Angeles County,10057155,35.8,0.267251226,0.079662887,0.001865836,0.14050743,0.002430011,0.00291842,0.021962275,0.483401916,0.167818135,0.307641045,57952,2652072,0.22185057
G0600390,2012-2016,California,Madera County,153366,33.5,0.357882451,0.030508718,0.009454508,0.018948137,0.000860686,0.002093032,0.017774474,0.562477994,0.03967633,0.131299122,45742,34263,0.00286616
G0600410,2012-2016,California,Marin County,259358,45.7,0.718547336,0.02255184,0.001835301,0.056003671,0.001469012,0.006974915,0.034755049,0.157862877,0.099202647,0.570813369,100310,109941,0.00919676
G0600430,2012-2016,California,Mariposa County,17645,50.6,0.815018419,0.012808161,0.021479173,0.012694814,0.001530179,0,0.035080759,0.101388495,0.049305752,0.226366322,49265,8877,0.00074258
G0600450,2012-2016,California,Mendocino County,87409,42.3,0.66375316,0.005708794,0.031941791,0.017400954,0.002116487,0.003066046,0.036277729,0.239735039,0.058861216,0.240788193,43510,11435,0.00095656
G0600470,2012-2016,California,Merced County,265001,30.6,0.294787567,0.031022524,0.003045272,0.073120479,0.001886785,0.001973577,0.018788608,0.575375187,0.09576945,0.136622773,44397,42523,0.00355713
G0600490,2012-2016,California,Modoc County,9033,47.1,0.776486217,0.009077826,0.040628805,0.012177571,0.000885642,0.000553526,0.012398982,0.147791431,0.02601572,0.182702379,41194,3359,0.00028099
G0600510,2012-2016,California,Mono County,14051,38.9,0.658600811,0.005266529,0.022560672,0.011885275,0,0,0.026617323,0.27506939,0.038502598,0.306449876,58937,5154,0.00043114
G0600530,2012-2016,California,Monterey County,430201,33.7,0.310612946,0.024762843,0.002522077,0.056903633,0.004609473,0.001538816,0.024704731,0.57434548,0.087756653,0.236491482,60889,96676,0.00808712
G0600550,2012-2016,California,Napa County,140823,40.7,0.537177876,0.02023107,0.003025074,0.076230445,0.001775278,0.003344624,0.023298751,0.334916882,0.104649099,0.330460804,74609,40393,0.00337895
G0600570,2012-2016,California,Nevada County,98639,49.5,0.856344854,0.004785126,0.008880869,0.01263192,0.000577865,0.001013798,0.024331147,0.091434422,0.03855473,0.344020343,57429,33258,0.00278209
G0600590,2012-2016,California,Orange County,3132211,37.3,0.419726513,0.015315379,0.00206723,0.190599548,0.002824522,0.001884611,0.02579392,0.341788277,0.221102601,0.384471681,78145,1092116,0.09135746
G0600610,2012-2016,California,Placer County,370571,41.5,0.742691684,0.013929854,0.00337857,0.066073708,0.001427527,0.00090401,0.036926797,0.13466785,0.105332042,0.369016906,76926,150532,0.01259227
G0600630,2012-2016,California,Plumas County,18754,51.7,0.836994774,0.001386371,0.018769329,0.009118055,0.010131172,0.004852298,0.034605951,0.08414205,0.058707476,0.219394441,50125,8830,0.00073865
G0600650,2012-2016,California,Riverside County,2323892,34.8,0.372491923,0.059288039,0.004047951,0.059859925,0.002694617,0.001613242,0.025383279,0.474621024,0.089551063,0.211890427,57972,683612,0.05718537
G0600670,2012-2016,California,Sacramento County,1479300,35.7,0.463700399,0.09559927,0.004087744,0.148928547,0.010200771,0.00384033,0.048558778,0.225084161,0.211528426,0.292836823,57509,467526,0.03910939
G0600690,2012-2016,California,San Benito County,58051,35.1,0.361475255,0.007166113,0.003031817,0.024926358,0.001533135,0.001343646,0.017174553,0.583349124,0.044977692,0.189547476,73814,17572,0.00146993
G0600710,2012-2016,California,San Bernardino County,2106754,32.7,0.305107288,0.080871331,0.003246701,0.065860086,0.00302266,0.00209659,0.022837028,0.516958316,0.093816364,0.193172095,54469,598783,0.05008927
G0600730,2012-2016,California,San Diego County,3253356,35.3,0.467118877,0.047412887,0.003637167,0.113437324,0.004316466,0.001703779,0.031540047,0.330833453,0.150997616,0.364944305,66529,1011651,0.08462642
G0600750,2012-2016,California,San Francisco County,850282,38.4,0.411731637,0.051462926,0.001678267,0.335229959,0.003436507,0.004959531,0.03873068,0.152770493,0.382356677,0.547932346,87701,365295,0.03055758
G0600770,2012-2016,California,San Joaquin County,714860,33.7,0.338562796,0.066864841,0.002681644,0.145480234,0.005171642,0.001267381,0.03523627,0.404735193,0.187155527,0.181621399,55045,166647,0.01394032
G0600790,2012-2016,California,San Luis Obispo County,278680,39,0.696860198,0.018616334,0.003602698,0.036134635,0.000918616,0.000380365,0.024257213,0.219229941,0.061690828,0.340589655,64014,124575,0.01042092
G0600810,2012-2016,California,San Mateo County,754748,39.5,0.404271359,0.023158723,0.001119579,0.266483648,0.013772809,0.003658175,0.036716891,0.250818816,0.320631522,0.470513649,98546,287499,0.02404981
G0600830,2012-2016,California,Santa Barbara County,439395,33.7,0.459349788,0.017346579,0.003186199,0.050762981,0.001304066,0.000817033,0.02339353,0.443839825,0.076277609,0.322311115,65161,164224,0.01373763
G0600850,2012-2016,California,Santa Clara County,1885056,36.8,0.331670783,0.023805128,0.00169544,0.34154423,0.003541009,0.002116648,0.032191086,0.263435675,0.379392973,0.491032991,101173,659148,0.05513891
G0600870,2012-2016,California,Santa Cruz County,270931,37,0.581889854,0.007957746,0.001900853,0.043258247,0.001040855,0.001539137,0.031749781,0.330663527,0.077588021,0.389914874,70088,113509,0.00949523
G0600890,2012-2016,California,Shasta County,179228,42.3,0.809549847,0.009485125,0.021308055,0.029018903,0.000295713,0.000474256,0.036673957,0.093194144,0.066462829,0.200910289,45582,72554,0.00606927
G0600910,2012-2016,California,Sierra County,2931,55.2,0.85943364,0.000682361,0.011258956,0.00034118,0.004776527,0,0.019447288,0.104060048,0.024564995,0.197816044,43984,1804,0.00015091
G0600930,2012-2016,California,Siskiyou County,43668,47.9,0.776220573,0.015915545,0.029495283,0.015846844,0.002748008,0.000732802,0.042250618,0.116790327,0.061578272,0.221560284,38524,19836,0.00165932
G0600950,2012-2016,California,Solano County,429596,37.5,0.394326297,0.13641654,0.002486057,0.148206687,0.008102962,0.001869198,0.054197432,0.254394827,0.212376279,0.25121947,69227,156067,0.01305528
G0600970,2012-2016,California,Sonoma County,497776,41.2,0.643996496,0.013397592,0.004672785,0.038517325,0.002802465,0.00392546,0.032261499,0.260426377,0.07750675,0.330679916,66833,164060,0.01372391
G0600990,2012-2016,California,Stanislaus County,530561,33.8,0.441210342,0.024694616,0.004302992,0.052344594,0.006568519,0.001890452,0.026070518,0.442917968,0.086874082,0.16519742,51591,156141,0.01306147
G0601010,2012-2016,California,Sutter County,95406,35.6,0.479529589,0.018436996,0.006844433,0.149141563,0.003312161,0.001205375,0.042963755,0.298566128,0.196622854,0.179013857,52943,30429,0.00254544
